pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95
B.2008.10.S1.405544	-0.132325603854	0.133266351488	0.20967247997	-0.0663651126072	0.0841703081749	-0.068981905215	0.0610487381573	-0.0946335581132	0.0765656925556	-0.0112111389462	0.0502907931965	-0.0284425364384	0.0201815370002	0.0559694591644	-0.0252313870939	0.0133025974677	-0.00823617418733	0.048656543599	-0.0125035764499	0.0501856641159	-0.0524365723872	0.00926124376093	-0.0337292030189	0.0172031712321	0.000514002256822	-0.031675674868	0.0354964004041	0.0848963106834	-0.0657965535618	-0.0126312730462	0.0280161254841	0.0313958856785	-0.0314230505125	-0.0422468836185	-0.0142629991794	0.000526301196168	0.0106172247957	0.0125615959807	-0.0176276952184	-0.006616602311	-0.0484188744119	0.00413392842541	0.0415476064185	-0.0484016224809	-0.0120283281383	-0.0164432174582	-0.0112243867869	-0.00916748954967	-0.0174868831678	0.0306344801403	0.00238391460062	0.0230701851529	-0.00618858286553	-0.00550837470202	-0.00188529003427	-0.0180535811963	-0.0123789078625	0.0217522483159	0.00403392522105	-0.00511130770543	0.00167934762582	0.0112716466372	0.00993409059573	0.00617281545216	-0.00851428980252	-0.0116927646195	-0.00145085793824	0.00302719269461	-0.0102633144395	-0.00179223161185	-0.0166080055894	0.00608181837404	0.0100939758506	0.0010482155564	-0.00702744504829	0.00634874166479	-0.0111627025734	0.00495990419259	4.0579410133e-05	0.00218140599098	0.0107554537827	0.0073794438655	-0.000965814940162	0.00996497694884	-0.00142957272778	-0.00291451972598	-0.00556839675432	-0.00317291462416	-0.00603961071855	-0.00584541148709	-0.00780699441147	-0.00661782608434	-0.00818745000361	0.00571348657121	1.31741943857e-09
B.2008.05.S1.405541	-0.13722068628	0.0652060288541	0.185146402282	-0.051053128658	0.11373309463	-0.084912871256	0.0374566842418	-0.10680722386	0.0784533203767	-0.0152508647208	-0.146527018478	-0.0192297957325	-0.0505828964032	-0.0180164743549	0.0344305511945	0.0111281584274	-0.0244522772798	0.0139789346176	-0.00604060182846	0.0100634551555	0.0255138014303	0.0574342960132	0.0254776526185	0.0210295584658	-0.00172410727875	0.00871900765537	-0.0212687380989	-0.0274692413722	0.0166308364542	0.0148632526521	0.0151564380584	0.023439980048	0.0555350871448	-0.0278557654673	0.0531567663935	0.0134670098648	0.00907650100993	0.00778897500662	-0.0110180919301	-0.00173818236046	0.0169209080039	-0.0342609187187	-0.000624223597949	0.0166522632727	-0.00863069389864	-0.00360403273956	-0.000991638106766	0.0142083393364	-0.0189282730769	-0.00115142585639	-0.0242891043503	-0.00295226852238	-0.0157539886633	-0.0140253686986	0.007194043772	-0.0167490294002	-0.00230165549399	0.0076530147332	0.0260786113947	0.0329386179715	-0.0178833329022	0.00171638264863	0.019906818534	-0.0414031983502	0.0171877622644	-0.00670210043214	-0.0209108028294	-0.0167578663057	0.00225247703753	-0.0208631757731	0.011655894446	0.00512244129657	0.00416199910996	0.0061765222539	-0.00145215703583	0.0131791952368	-0.00445349202141	0.00821077806021	0.0060423668622	-0.00996115113857	0.00972084998209	0.00268216423127	0.00128134923963	0.00510394619406	0.00823253809672	0.00542099221294	0.00537440991933	0.00266824389357	-0.00692085072794	0.00725226180574	0.00143317519542	0.00103637143575	-0.00750346338945	-0.00422275747386	1.31741943857e-09
B.2011.01.S1.405525	0.227559831046	-0.0921007458761	-0.0168152308564	-0.150420164198	-0.12169574745	0.0355964793172	-0.0446855397187	-0.0379954259704	0.0173241452675	-0.0316165234521	-0.0155602811117	-0.0447217123117	-0.0608367127526	-0.059844181489	0.0488419404346	-0.0555785719955	-0.00777769072573	-0.0502233202407	0.0532232093731	-0.0057388250749	0.0470108886112	0.0403860349283	-0.0251319714493	-0.0742103151009	-0.032092667898	-0.0454632744297	0.0451498444294	0.0495569764119	-0.0110619160689	-0.00130004281677	0.0270047427431	-0.0263270404863	-0.00298597351629	-0.00455654488373	-0.011286694031	0.0102472263554	-0.0394149674908	-0.0595150547011	-0.019132175764	0.0595157996599	0.00969245485617	-0.00494448295607	0.00855281337365	0.0162928172114	-0.0405393166335	-0.0264763305547	0.00201418585097	0.00451057214575	0.0167194035741	-0.0254120693661	-0.00507494999644	-0.0151678084934	-0.0134996977813	-0.00792305988233	0.0219437394002	0.00803704884724	-0.00574990582707	-0.00464192978033	-0.00568503948488	0.00315464872391	-0.0126549811865	0.00879607103761	-0.00738568934081	0.0178561515936	-0.00519764958539	0.0108038351995	-0.0180095077468	0.0152059715381	0.00133893861235	-0.0148207995184	0.00539635628142	0.00435865790224	0.0026103560565	-0.00205541957978	-0.0043653711766	0.00691300282515	-0.00267867552023	0.00845976281098	0.00110796733827	-0.00345338948215	-0.00460867703845	0.00118009635497	0.00638973272579	-0.00415535073425	-0.0102644169372	0.0029608637083	-0.014801015224	0.000394193445839	-0.0122364041199	-0.000928318423974	-0.00625778149654	-0.00898245995031	0.00285576029974	-0.00247470024011	1.31741943857e-09
B.2016.03.S1.405618	0.0635630194476	0.0478175623111	0.170704965223	0.0238552297654	-0.0710131338829	0.0538889592931	0.0903777429976	0.0575642117037	-0.158707965423	0.0365010758007	-0.0558785530453	0.0304222091687	-0.0717830800462	0.0563550430314	0.00337527346354	0.0241609821114	-0.0275238165361	0.0485867086541	0.0313728543774	-0.0643423723653	-0.000580763250035	-0.0271682707464	0.0365650546886	-0.00318618020847	0.0111938000033	-0.0180706494782	4.54796965746e-05	0.0380475613234	0.0270423097821	-0.0059312206817	-0.0220445722761	0.0132876087321	-0.0856772374891	-0.0253926958191	-0.0293558809725	-0.0204143462567	0.00498241985051	0.0174026399015	-0.0241884773745	-0.0120661877141	0.000187836788938	0.0159878961447	0.0427388342119	0.0262700768562	0.0320501006386	-0.0137026379923	-0.000518185560979	0.00390653952762	-0.00690749132392	0.00265210134805	-0.0155644969156	-0.0282695655847	9.8686269922e-06	0.000102160696058	0.00542102172892	0.00637451579437	0.00260712274325	-0.0037701262988	-0.00275689018223	0.0047212521854	-0.00637087636577	0.0308277616575	0.0142556331049	0.00758801074901	0.0188068661956	-0.0124720345513	0.00335593794456	0.0295120225325	-0.00633570384999	0.00624994628864	0.0184473489627	0.00156425260274	-0.0142153022539	0.00242897399658	-0.0166351535466	0.00640009212311	-0.000499012929056	-0.00771716156091	0.0123739552334	0.00223223314019	0.0143798667513	-0.00915514732268	0.00316865579645	0.0149938305149	-0.0014419237783	0.00320233978399	0.000414175069262	-0.00055998866372	0.00420027976147	-0.000619389996361	0.00707655079625	0.00111066264172	0.0033404885561	-0.00600182168136	1.31741943857e-09
B.2009.07.S1.405524	-0.0863732050142	0.0927957657612	-0.236733365886	0.077895848311	0.00333646866107	0.112578323729	0.010285051766	-0.100117348661	-0.0304169261795	-0.0949248628785	-0.0934877110875	0.0152858795954	-0.0248391614755	0.000677211272762	-0.0146679164076	0.0603909811057	0.0105883486609	-0.0289342085664	0.0149278060772	0.0189863584245	-0.0226777960162	0.0497434288041	-0.0422157942734	-0.0408958386258	0.00474046826692	0.0145158280253	0.00667066423418	0.00405064122932	0.0018384838306	0.0374150290597	0.0530772184223	-0.00362196891631	-0.0416659409909	0.0013403723976	0.0292146271703	0.0390895124914	0.0018975886343	0.0114059161324	0.00451792066729	-0.0146991464316	0.0172429952677	0.0310861138869	0.00565095279889	0.011789396727	0.021180120828	0.0247518675676	0.0166430458654	0.00879404992121	0.0256640636549	0.0103790032862	-0.0100567600881	-0.0221000818792	0.0133651252049	0.0172783708035	0.0127227461998	0.00190606542308	-0.0037663760185	0.0150665698568	-0.0143237957505	-0.0341578066041	-0.0295333258984	0.0143727568328	0.00112858794987	-0.0177116693107	-0.00161974437458	0.015995007214	-0.00743977277567	0.00816589020386	0.00542457786245	0.0115971511233	-0.0022862163798	0.00823774996664	0.00277227716007	0.00606307428216	0.00237861236851	-0.00723796373414	0.0158599618268	0.0133714896145	-0.0177041504702	0.0131249537131	0.0031839766147	0.0104250045493	-0.0140058962381	0.00906763174527	0.000539982829659	-0.0195478053847	0.011429307292	0.00627014115498	-0.00532570754576	-0.000891676623827	0.000120011176645	-0.000932912801804	-0.00143536533944	-0.000330699040588	1.31741943857e-09
B.2016.04.S1.405579	0.0713278747877	0.027281976969	0.205545684222	0.00895626312647	-0.104839534725	0.0661589676759	0.131302617284	0.0329888786255	-0.155974219159	0.0292238965566	-0.0638381805292	-0.00248531007799	-0.0258338419023	-0.00369442185464	-0.00718766051479	-0.0568952199422	-0.0225966662953	-0.0516050565362	-0.0133787834421	0.0363842455952	0.0256313002462	0.0167080943781	-0.0292373686555	0.042906740045	-0.00355277124118	0.0087324723864	0.0261751772726	-0.0272945259651	-0.0333431716007	0.0162720757542	-0.0155241022427	-0.0276741743897	0.0118136479697	-0.0202533751292	0.000486378708043	0.018608640249	-0.00137632594068	-0.015824835151	-0.0398649392564	-0.0100241086615	0.000659307180839	0.022196742976	0.0025701291417	0.000383664170301	0.0322315669498	-0.00902814642398	-0.0581844515717	0.0278260498115	-0.00797862618057	0.0220878332539	0.0134907454618	0.0304145025917	-0.0050428807997	-0.00157721411847	0.0113483679443	0.00417900221557	0.01228049619	-0.0125940243148	-0.021637576603	-0.00265989426527	-0.021359204319	-0.0299474517051	0.00260208178377	-0.0146098272088	-0.0196081856847	-0.00551600281195	0.0255888573626	-0.0164200622646	0.00855553268441	-0.00985579320928	0.0105300747488	-0.00220983955052	-0.0169027349863	-0.00230831927639	0.00133929039151	-0.00733571549854	0.00229120550946	0.00570301524763	0.0130748950339	0.00934035695611	0.00906514294705	0.00208953896025	-0.014757610759	-0.00538689491484	-0.00701471346767	0.00772894065924	0.00513001362431	-0.0087608419928	-0.0100852400222	-0.00758613852567	0.00304637416389	-0.00188805296863	0.00664337060743	0.00228581354334	1.31741943857e-09
B.2016.06.S1.405581	0.070772046079	-0.00183601915429	0.178870954941	0.0011449044933	-0.098933835666	0.0588065593548	0.170723742939	0.0270203426086	-0.151678476115	-0.00057681002567	-0.0956954939925	-0.0313783750241	-0.0115376265539	0.0231617073009	-0.0314404243439	0.0336656282902	0.0381491629701	0.0275424246643	-0.00965441819595	0.00119544766948	-0.0027605030391	0.0180680313903	0.00353679712418	-0.0328172858792	-0.0390262877087	0.00908662010109	0.0256357418947	0.0456120428922	-0.0201628573993	-0.0044277978038	0.00602597764967	0.0187680484881	0.0503653271736	-0.00463172797955	0.0297630687094	-0.030119008087	0.0173706905886	0.0215943256683	0.0350251472873	-0.0178988486438	0.0317925796044	0.00755081930365	-0.00113942429162	-0.00844891630955	0.00253274272354	-0.00951473507643	0.015848013813	0.00375189984867	0.00128333107002	-0.00445730851053	-0.0097914358654	0.00934362016482	0.0301859227982	-0.00429649148502	-0.0183935682501	-0.00126549574602	-0.0315217455775	-0.00680118860895	-0.00602954119935	0.0117068589207	0.0204326399019	-0.00628934493821	-0.0151360716935	0.0131424750707	0.0206267531994	0.00234730159745	0.0142544192354	-0.00148055582343	-0.00334855272328	-0.0114584799819	-0.0262806823194	0.000295330496603	-0.003088639565	0.0110920980679	-0.00495413710235	-0.00657819575558	0.00415573764482	0.0179558524863	-0.0125687348677	0.00351669607005	0.00354656529327	0.000213011664388	-0.00330388117771	-0.0233424707433	0.00883061471347	0.00239495680454	-0.00531406697442	-0.0040423179624	0.00784735663722	-0.00809767295761	-0.00861757559821	-0.000819632645958	0.00120468445492	-0.00739130436473	1.31741943857e-09
B.2011.09.S1.405577	0.185327446152	-0.0866610556812	-0.0310345140111	-0.203658223851	-0.148904370372	0.0488762058679	-0.0204552333861	-0.0407022428739	0.0731364068731	-0.0855364454595	0.000933155559203	0.00256480077274	0.0458931557164	0.00656254147887	0.00465465231421	0.00143184144789	0.0185497796074	-0.0353847427852	-0.050251707941	0.000183154661588	-0.00923167645861	-0.0608715121888	-0.0255875118853	0.0447868765399	-0.00977543834029	0.0743375526698	-0.0522773489052	0.00494795503022	-0.0182743750967	0.00421251285251	-0.0069606594806	0.00524848110895	-0.01823507529	0.041449638804	-0.0129332964715	0.0162815089752	0.00974374811528	0.00116949203877	0.0131082393006	-0.0192936530683	-0.037007386948	0.0147825697106	-0.00783604631369	-0.00307288342121	0.0199005791664	-0.0174453107561	-0.0191699080682	0.0292852022069	0.0441166413282	-0.00868032783492	-0.0667577375828	0.00402614006455	0.00271042648535	0.00148443787256	0.0255373544487	0.00720437250218	0.0195162522545	0.0168830559312	0.0149116525463	0.00184319208505	0.00304163632083	0.0109427682198	0.0131910676467	-0.00371296363672	0.0105848505118	0.0215389617613	-0.00394744825341	0.00360491818097	0.00839414072615	-0.0158112467402	-0.0315939162305	-0.0134581850349	-0.00456012798745	0.00719088663897	-0.0172683449228	-0.000154825911222	-0.00444083040692	6.13043971143e-05	0.0104324911414	-0.00675215793895	-0.00360138884868	-0.00500048543316	-0.00656337466087	0.000827340775286	-0.000489120453665	0.00110094144752	-0.00706643952787	-0.0105827461746	0.000826993043228	0.00730084817684	-0.000571044121935	-0.0013558503323	0.000823243937671	-0.00058177027945	1.31741943857e-09
B.2004.07.S1.405529	0.17882523443	-0.154519373574	-0.0357957058469	-0.0906868464058	0.184933891437	-0.0720096399451	-0.0334279604495	-0.0552128623243	-0.116523832921	0.0441781944176	0.0809265431329	-0.0270687384111	0.0635065920986	0.0834816434054	-0.0882102502968	0.0632503064928	0.0347681992783	-0.0183474817051	0.00664703613696	-0.0473145154282	0.0587972889013	0.0106454095849	0.0136348952138	-0.0315141883274	-0.0171273374671	0.0105978979646	-0.0791488341444	-0.0226826056559	-0.0263927654488	0.00266786122615	0.090823370109	-0.0358076684672	0.0580314881237	-0.0257655246097	-0.0143607085425	0.00391966905505	-0.0305285187852	0.00363941228009	-0.0270790417365	-0.00194485965382	-0.00630158595117	-0.0102160195339	-0.0132451555916	-0.00308146746701	0.0160310102285	-0.0378605337911	-0.0173205314898	-0.0180498449672	-0.0491764741224	0.000800411611652	-0.0106632595125	-0.00991481834851	0.000539060605373	-0.0296550437595	0.0015887418298	0.00933992636947	-0.00279581826446	0.0134286585017	-0.0188572900577	-0.0168100895067	0.0167447843825	0.00682039624637	0.00309718685664	0.00310684703176	-0.00942222833035	-0.00130241468724	-0.00454094559029	-0.00434074128556	-0.00329376511341	0.00580841762742	-0.00314650715203	-0.00851808077602	-0.0154516087878	0.0111195949546	0.00290960302762	0.00186257489371	0.00598330919017	0.00187728883954	0.00482632372456	0.00620849392824	0.00568727311495	-0.00460872893786	0.00173727375698	0.00574037842749	-7.75084987656e-05	-0.00715069739151	-0.000531103676974	0.00632243249859	-0.00241038358551	0.00792943705838	-0.00188513796308	-0.000643187305197	0.00446557730986	-0.00111311395774	1.31741943857e-09
B.2009.09.S1.405547	-0.0710079527348	0.066102565595	-0.235301777367	0.0848672782389	-0.00205477757977	0.0746395264189	-0.00770068401831	-0.086060873081	-0.00180251301836	-0.0636637681396	-0.130430689647	0.0766727852652	-0.0683298370991	-0.0395737644576	-0.016867750547	0.0109660127992	-0.106053330504	-0.0104728617093	-0.0446797687243	-0.0334591811485	0.0397438238093	-0.0304366455649	-0.0211874003214	-0.038046371505	0.0892980147645	-0.0130015783166	0.0178098598995	-0.0141920767288	0.0579663435942	-0.000451961572569	-0.0055706898165	0.00508994332083	0.0221122000165	-0.0206269766569	-0.0048847024162	-0.0281917160839	-0.0157300777241	-0.00519009480047	-0.00931285909606	-0.0254486195234	-0.0251433229698	-0.0266149683604	0.00494449387491	-0.0316062412435	0.00489903888548	-0.0546861723639	-0.00713254646683	3.40195460843e-05	-0.00752476428434	-0.00732110493414	-0.0126138351957	-6.20332470523e-05	0.0217299537881	-0.00817522813262	-0.0102397757102	-0.000932586042464	-0.0127695255371	0.0100644933147	0.0149618405308	-0.0166275950351	-0.0153257521406	-0.0120274640646	5.0392791049e-05	0.0240131915414	-0.0261666159207	-0.0119332902072	-0.00458804940946	-0.000899003560477	-0.00617574883399	-0.000152754067059	-0.0136775905757	-0.0018436716093	0.0047956249052	-0.0189896059359	0.0124497063947	-0.0141252004547	-0.00555097585047	-0.00417160228995	0.0102935650843	-0.00325515844525	0.00495712301094	0.00592988233193	0.000255921507714	-0.00704127070081	0.00782296442428	-0.00750593343057	-0.00815044014452	-0.00469661910521	0.00602597490137	0.00461972887986	0.00337396169345	-0.000331558725768	-0.000479052819833	2.40307161433e-05	1.31741943857e-09
