pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95
B.2008.10.S1.405544	0.252197086845	0.21489041169	-0.108863877508	-0.00470252442033	0.0390220719323	-0.0485203327134	0.0896875072423	-0.0260258168134	0.0523887538621	-0.0752686725833	0.0310469865995	0.0482216208169	-0.00918485172193	0.0209704352328	-0.00839192899519	0.00259850871734	0.0893799711858	0.0147435580921	-5.4002840031e-05	-0.00481831250251	0.0272448285873	-2.83620002708e-05	0.00789967515647	-0.0197144091295	0.00604652995457	-0.00857555817598	0.00290088880019	-0.0065887285869	0.0008445929092	0.00556586279711	-0.010914647704	-0.00290006846174	0.000943876308119	0.00972178582095	0.00454304349995	-0.00439160851859	0.00859650577614	0.000450491340189	-0.0102167784228	0.00117359826718	0.00694096029594	0.00779506211312	-0.00659724327099	-0.00920209442234	0.0020929713639	-0.0115659135673	-0.00635951329651	-0.00584675579175	0.00717753063137	-0.00301415864932	-0.00229087884017	0.00111672158941	-0.0153072817258	0.00433977499815	0.00784301847488	0.00309992350561	-0.00316766670144	0.00336364872886	-0.00295526504851	0.000545005137397	0.00270287673526	-0.00194799147554	-0.00432220618858	-0.00222465195804	-0.000759351812105	0.000537416436605	-0.00664819489642	0.00204784391781	0.00261892319801	-0.00384597397153	0.00232586441373	-0.00114494618083	-0.00218139473914	0.00227552439256	0.00438541298711	0.000155363760319	0.0029136593227	0.00179049138799	0.00131616200364	0.000193589906018	0.00041340142467	0.00200004750386	0.00209870191158	0.000391106741671	0.00134632253461	-0.00318236830713	0.000948229924963	-0.00275155110837	-0.000435940820409	0.000829778155413	0.000211834237224	-0.000229539519438	-0.000543700523528	-4.7869870012e-05	-2.06410203271e-09
B.2008.05.S1.405541	-0.0141178656395	0.080951685235	-0.00778318698581	-0.0329814824118	0.0698230171931	-0.0224414025181	-0.00240543273338	-0.0073482136992	0.0194541324697	0.018423784757	0.0211619432453	-0.0207311580439	0.00152471620273	0.0332268734311	0.0141229594187	0.0143531716698	-0.0170340199198	0.011040092954	-0.00572917614651	-0.00380933391069	0.00377304840132	0.0154513669874	-0.00217845420658	-0.000333654053545	0.0187121192345	0.00753509039902	0.0223261604379	0.0184389452338	-0.00838732201821	0.014456452246	-0.00214199100332	-0.0117727386315	-0.00548731643857	-0.0127885540281	-0.00882877845646	-0.00587840130592	0.000746632695407	-0.000316181731346	0.00871424148456	-0.016089718325	0.0103048916479	-0.00520607486164	0.00726955961053	0.00172296805502	-0.0217935033172	-0.0163461856768	-0.000589510623393	0.0115029624839	-0.011757194477	0.00335089898937	-0.0139700722145	-0.00667959334815	0.0051230952139	0.00216861223343	-0.0127937525304	0.00133224893404	-0.00790582963927	0.000360967045457	-0.00698536580639	0.00327444937155	-0.0157391509308	-0.0020649547115	0.00932421071677	0.00634405329028	-0.0133342714421	-0.00392902316893	-0.011068787731	0.000912022059031	-0.0104266431978	-0.00843415421414	-0.00448561546096	-0.000786296003274	0.00028970273686	0.0019504375582	-0.00262700275132	0.0019107412848	0.00490064244572	0.000310297002696	-0.00221307468563	0.008098923234	-0.00152146731742	0.00605815520783	-0.000277991971859	0.000144899566254	0.00165574116096	-0.000496920903169	-0.00356349232486	0.00247006400467	0.00125495693012	-0.000948128991819	-0.00025868145755	0.00041319269733	-0.00186650385718	0.000410773088383	-2.06410203271e-09
B.2011.01.S1.405525	0.0085224330599	-0.018122539585	0.0298791457747	-0.0560309493319	-0.066987118851	0.00677026599566	-0.0428603189885	0.000946928199729	0.0224485741721	0.0365593243938	0.022196676465	0.051822845915	-0.0121641194243	0.034570283917	0.00742119819274	0.0207342781648	-0.0084603364832	0.0129722749953	-0.00315219185812	0.00806459849213	-0.0415835531121	0.0186532338568	0.00371299722388	0.00472075398806	0.00483571151873	0.0121545267312	-0.00941930759486	0.00827121361324	0.0217387846741	-0.00495478092047	0.0097465521391	0.0148243361063	0.0075459750886	0.0033690096795	-0.00145662020795	0.00439665933211	0.0123890829185	-0.000426227316402	-0.0070060867443	-0.00298893185275	0.00967505966974	-0.00231201782646	0.00122858272322	-0.0167795585095	0.00971265910569	-0.016206817356	-0.00377555840825	0.00356218654913	0.0165764991396	0.00225632980672	-0.0110779571985	-0.0164545454867	0.00485677698055	-0.00554695246843	3.49063883187e-05	0.00235156049847	0.00794510082059	0.00207948861665	-0.00753264373942	-0.0078305087681	-0.00178792593993	-0.000650711947908	-0.00676581736142	0.00760501576832	-0.00569535324713	0.000591575272903	0.000554511334676	-0.00576062021312	0.0183474910381	-0.00255109992779	-0.000563130586858	0.00265468478102	0.00530930652526	0.00189416408039	0.00159013817218	-0.0119579786003	0.00104183883535	-0.00415953402877	-0.00335305166956	0.00273122379339	-6.78575433495e-05	-0.00108288506623	0.00296210496404	0.00360892727363	0.000819353997695	-0.000691709298783	0.00268724963971	0.000403447305302	-0.000417671356794	-0.00313175292666	0.00137347809331	0.00117401667543	0.00074229296991	0.000279653453384	-2.06410203272e-09
B.2016.03.S1.405618	-0.0712183788788	0.0121667018709	0.0668611166816	0.0552375730435	-0.0718490504582	-0.0161771090072	0.0190620895855	-0.0814493445618	0.0107490104466	0.0237502396189	-0.0127781687229	0.00610979306522	-0.0257393546495	0.0164587650916	-0.0203449192343	-0.0178865260597	-0.0257460334072	-0.0143122901685	-0.0250636143791	-0.00425884914251	0.0270409040491	-0.0208780311962	0.00660539155499	0.00466686978627	0.0135461453922	0.0212911211015	0.0117451994491	0.00433778841069	-0.0170733965242	0.0176660129797	0.0182659469539	6.88430052992e-05	-0.0211245728906	0.0179580591382	0.0027612475021	-0.00153317301199	-0.014737090361	0.00136768826814	0.00789889095292	-0.0174051638508	-0.000608989765323	-0.00168802897734	0.00500801093133	-0.00761852544672	-0.000418415024328	0.00360757441302	-0.018877022357	0.00711285300385	0.0156421400659	0.00152610279723	0.00241009182514	0.000577042428344	-0.0155908995226	-0.0147225693749	0.00188008418537	0.0091923928757	-0.00164912781539	-0.00243734465679	0.00409694706827	0.00774861370001	0.0137885730232	-0.00644659432782	0.00414340487663	0.00381560531173	-0.00231351752417	0.000937697353004	0.00351993205868	-0.0032981270964	0.00306121633125	-0.00264221436619	-0.00511865980636	-0.000773170647552	-0.0070230587184	-0.0053750113238	-0.00647594950707	0.00276623676963	-0.00180144128523	0.00372522327502	0.00453291197599	0.0044088096949	4.32383880134e-05	-0.00413279958732	0.000481931903798	0.00158814941995	-0.000275353414015	-0.00345295093942	0.00292960136112	0.000223600738198	0.00147962021397	-0.00338144569594	-0.00106431798209	-0.000538071819775	7.99153771344e-06	-0.000536069660094	-2.06410203272e-09
B.2009.07.S1.405524	-0.189565385255	-0.0145442742913	-0.000285720963908	-0.00246966589896	-0.0251405053038	-0.00347535848681	0.00532703199513	0.0321813230715	0.0246609952207	-0.013337663969	-0.00756745384983	0.0156336906628	0.0181884154451	-0.00670126779321	0.00920484663189	-0.00708833198897	0.00370046699126	0.000121633330514	0.0057180346184	-0.00613443249446	-0.00885824584626	0.0147562029577	-0.00483860572783	-0.00777557591131	0.0179749587619	0.0121450731107	0.000910676235617	-0.020849262635	0.0121647800158	-0.0127785966386	-0.00416535778631	-0.00409441058752	0.00534099221796	-0.00100374089176	0.00491608517174	0.0314155656795	-0.00338636471758	-0.00466080244616	0.00733851283317	0.00136809497147	0.0019776416984	0.0104098499521	0.00150089538704	0.0151569198237	-0.00859660014855	0.00474429844351	-0.00287907276779	0.00376498147977	-0.00525463102506	-0.00254984836955	-0.00492503745171	0.0169568115988	-0.00688218758958	0.00270031123037	-0.00691348518201	0.0124360319033	0.012255592124	-0.000382294945239	0.00351905390824	0.00190318824055	-0.00392739340023	0.0052405778252	-0.0150500730358	-0.00956491187905	-0.00111631187514	-0.00479854270261	0.0134619082728	0.00283384679566	-0.00551639718177	-0.0182109174782	-0.00348464955281	0.00836681359423	0.00178985620734	-0.00142968689005	-0.000676327123369	-0.0049436945894	-0.00011484686228	0.00120134707692	0.00149676895197	0.00637302579447	0.00247058876172	-0.00460480773821	-0.00368195851158	-0.00270576225926	0.00479812445794	-0.00293124620625	0.00587588847057	0.00315854280796	-0.000657805888861	-0.00251861344518	0.000178128590063	-0.00104355122402	-0.00183152803641	-0.000304741774651	-2.06410203271e-09
B.2016.04.S1.405579	-0.0568265122117	0.0927659574977	0.0748578600898	0.0464954204478	-0.0454417274132	0.00954538399925	0.00555035361307	-0.0486299990035	-0.00173588329264	0.00274166998994	0.0202061710093	-0.000103200994178	0.0185269415532	-0.00174205876168	-0.00297573935264	-0.0124058928535	0.012767463873	0.00261196983348	-0.0117735333872	0.00907988967954	-0.0168898561777	0.0056930425363	-0.0042791123191	0.0099667839932	-0.000575186820004	0.013205369328	-0.010758254929	-0.00015417278481	-0.0156034537662	0.00326425080218	0.0105442672757	0.0123672109652	0.00979868901609	-0.00701670555212	0.0113725282379	-0.00751662452252	0.0176636472884	0.00513625095837	0.00707003304615	0.0219222131997	-0.00898844317469	-0.011308403103	0.00547739643181	-0.00502948109018	-0.0124097583363	-0.00563101499128	0.00719889786081	-0.00651553078016	-0.0115849416838	-0.00393184334438	0.00546498023949	0.00159352294651	0.00289161042889	-0.0275034666951	-0.0106570587308	-0.000479399698285	-0.00144842306707	0.0147380412301	0.01007240241	-0.00394040858047	0.000876904087565	0.00761088020803	0.00743365129528	-0.00099277791023	-0.00335695991144	-0.0111071642721	-0.00343676881371	0.00653082993641	0.0029509602391	-0.00684648665857	-0.00279642363166	0.00228816549892	0.000697245415226	0.000225930441511	0.00539143556544	0.00419893897995	-0.00187421059848	0.010179292347	-0.00279341768861	-0.0069804265078	0.00375693258483	-0.00447598012195	0.000613860581741	-0.00025262786501	0.00521551447874	-0.00220934870282	0.00206971518109	-0.00164171105964	-0.000854521475065	0.00483043849979	0.000269093025508	0.00226673036954	9.072858167e-05	0.000300397719915	-2.06410203271e-09
B.2016.06.S1.405581	-0.0184588757649	0.17941471568	0.0722819511845	0.0433880702053	-0.0589440841391	-0.0358915120906	-0.0125878068435	-4.94197891201e-06	-0.0525820492692	-0.0254293147151	0.00547056333545	-0.0529099281636	0.00991885092003	0.017621345039	0.0267562185864	0.0367599501151	0.0167602806392	0.0385802967072	0.0105075145883	-0.00263220208498	-0.00674065386445	0.0121096131404	-0.0183994572034	-0.0134922889521	-0.000688351750529	0.00809611435946	0.0100061989164	-0.000978252066819	0.0132203150848	-0.00270324504415	-0.00919262157192	0.000723605758822	-0.0167249417565	0.0136207057816	-0.00808516052391	-0.00856819293857	-0.00176595507528	-0.0127047912651	-0.0247369528651	-0.0025970500509	-0.0193646135417	0.00730992739798	0.00932616967486	0.00174634054215	0.00226617114482	0.0094990604395	-0.00286980840514	-0.00617177974634	0.0137565274854	0.0035910484147	-0.00580407459372	-0.0112503731221	0.0138109745969	-0.00308680363496	-0.00466304619192	-0.00393972178016	0.00586255014023	-0.00483666122504	0.00497745821881	-0.00695500741202	0.000830228887741	0.00421119512904	-0.000165530610223	0.00320170980484	0.00549920819969	0.00705109439682	0.000175913257263	-0.00504997953898	-0.00695288799993	-0.000300721954311	-0.00481092655827	-0.00121407603089	-0.00184981874878	7.30706836433e-05	0.005898007341	0.00745960336816	-0.00798196746784	0.000282283777994	0.00161672430831	-0.000994389512496	0.00131269931662	-0.00548498486881	0.000668218335268	-0.00259521831662	0.00220395885841	0.00244676405509	-0.000157132018967	0.00181174615781	0.000612086291585	-0.00293970015877	-0.00204121778639	0.000533189646727	-0.00177804358718	-0.00073990856969	-2.06410203271e-09
B.2011.09.S1.405577	0.164727407422	-0.00675057708667	-0.0504253072708	-0.0942913851767	-0.0608142815669	0.0087076907317	-0.0214618198293	0.0449619801388	-0.0260429513857	0.0237864523475	-0.0115421845716	0.0184313419634	-0.0574543904684	-0.00132109442744	-0.000322164553981	-0.0178235859374	-0.00104606549135	0.0357716794481	0.00607681804669	0.0101093958862	0.0198810203989	0.000947246584694	-0.00973128022397	-0.0217471331487	-0.00364528627992	0.0052602542374	0.00239988115848	0.00226999458348	-0.00399071165693	0.0202960615594	-0.00165380688937	0.0084944036352	-2.23059604821e-05	-0.0129161970056	-0.000149208595969	0.00081292414129	-0.00891367641742	-0.00644024987788	-0.0022105633422	-0.0051918596903	-0.00654663308851	-0.0134987800614	-0.0176661195065	0.00704498746153	0.00685530434018	0.0209545587342	0.00747142299123	0.0120513550291	0.00328932286351	-0.00418060464059	-0.0120552989571	0.01432158462	0.000411356616943	-0.00643097179762	0.0105316801802	0.00249278472427	-0.0143294831767	-0.000554689989194	-0.0138467185445	0.00136289414878	0.00796511074168	0.00918507369682	-0.00544674609739	0.00677901129517	-0.00276611547992	-0.00142562831186	-0.00656848183057	0.00704370944819	0.00451592563658	0.0033866788445	-0.000454273568605	0.00878013241483	0.00457734410966	-0.00271266382052	-0.000106773485157	0.0018206170137	-0.00346874699093	0.00565526255696	-0.00300969352685	-0.00110939293929	-0.00171593385898	0.00162658876501	0.00204575087323	-0.00420958202109	0.00439498358152	-7.71336330582e-05	-0.00111186632565	0.00483958748079	-0.00255450735445	0.00195302085639	-0.000378592414472	0.00101695743119	-0.000873441457639	0.000618646998244	-2.06410203271e-09
B.2004.07.S1.405529	-0.00550130465577	-0.0378228053984	0.190692790194	-0.0492079198238	0.000946953310079	-0.021017880386	-0.0185478706444	-0.0118321243986	0.0862627132281	-0.0459849395474	0.0439199049497	0.00802164563114	-0.00666415844157	-0.0135453848549	-0.0132350125025	-0.00391503292667	-0.0133426041971	-0.0310851566575	-0.0167796155123	-0.00584015958742	-0.0106007208738	-0.00520499787466	-0.0663589240683	-0.0181507016617	-0.0112015140923	-0.0140972333809	-0.00601898080966	-0.0155068142698	0.0244737717976	0.0071936288924	-0.0283410920903	-0.0024301453172	0.00855639738198	0.0116128070155	0.00523493530929	-0.00883190794956	0.0044660056793	0.00344012107122	0.00920643533508	-0.0219830119841	-0.00456535454043	-0.00376789796686	-0.00907017040084	-0.000941263021554	0.00621614252417	0.00991235556387	-0.00859285263445	0.0100089335813	-0.00686020205982	0.00916346168399	-0.00481659159476	-0.000170874059209	-0.00224193595897	0.000303481999829	-0.00784882473602	-0.00920309331203	0.00463913670225	0.00444441445551	-0.00311500408491	0.0025041519003	-0.0010936871321	0.00311622441865	0.00194072703619	-0.000589873011752	-0.00528374582343	0.000800728332103	3.42555149986e-05	0.00311042943678	-0.00137205940992	0.00272469053031	0.00469252044432	5.01009744263e-05	0.00291533934159	-0.00275615800593	0.000379865697748	0.00450291291831	0.000269763605899	0.000685795839311	0.000641101345573	-0.00230688988507	0.0013233010558	0.000403670055505	0.00257926114306	0.000517896983691	-0.00270723621488	8.14177931365e-06	0.00149230728758	-0.00220922996254	0.0001094011146	0.000242747396579	-0.00105800898265	0.000835986708179	0.000194316727374	-0.00012971785466	-2.06410203271e-09
B.2009.09.S1.405547	-0.119994018616	-0.0249942114395	0.0128619858693	0.0163904434842	-0.0128891063052	0.0169756252464	0.0196801158769	0.0167198304983	0.0465998532696	-0.0329878858118	-0.00926387724147	-0.0185832042118	-0.0339945504147	0.00306850842672	0.00163645121599	-0.0168523206316	-0.00546848139624	0.019623036558	-0.0197414372579	-0.0322585920157	-0.014202904805	0.00105922350503	0.00203977635972	0.0130488256424	0.0439252033136	-0.00627849430018	-0.000664419497667	-0.00302261716101	-0.0167988651414	-0.0166688853507	-0.00446252771045	-0.00321100067193	-0.0102562576459	-0.00492886100202	0.00112245073734	0.0313793036275	-0.0168822162711	-0.00784887166563	0.00919651569262	-0.0108616617671	-0.00872731257498	-0.0161236304891	0.00181108513319	-0.0047563731869	-0.005286531684	-0.0069325796164	-0.00177726819468	-0.0117872923732	-0.00472483054198	-0.0061209878586	-0.00782244917013	-0.00989490697911	0.00881594145598	0.00144976976701	0.00154709333249	-0.00321192235466	0.00501647264419	-0.00778399478118	-0.00349909033217	-0.00894172692381	0.00818764754685	-0.00684960285896	-0.000744436001554	0.00729780823226	0.00864453237511	-0.00443458488408	-0.00230734158277	0.00219769776628	-0.00156082647718	0.00880607959386	0.00402777210664	0.0102384606041	-0.000963881966094	0.00242228759734	0.00319677271353	0.00319283887471	0.00703996827609	-0.0068988121388	0.00327381009164	-0.00630806677671	0.00461757428608	-0.00180549522576	0.00525746153764	1.069998377e-05	0.00227612561188	-0.000603459278599	-0.000525794364205	-0.00316658815918	-0.000710603092736	0.00433484643055	0.000626081888381	-0.00124555845928	-0.000332030263631	9.19360492661e-05	-2.06410203271e-09
