pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104
M3Rinr217.141091	-0.0452746866345	0.173004103961	-0.0807578138622	0.0312248012758	-0.0415908593255	0.0188920589081	-0.0987059934458	0.0124355787265	-0.0114731417393	0.0387716584131	0.0407939920963	-0.026171769784	0.181940646413	-0.0809954060558	0.0140146369825	-0.00912698343647	0.110415174967	-0.0442562256945	0.0856593408926	-0.0519095245558	0.00173405295749	-0.0569174261684	0.0382999089305	-0.0570871260347	0.0215189297782	-0.0472954493422	-0.00696992300726	0.0196416976802	0.0921196172035	-0.0302083097789	-0.0210298501858	-0.0342269253517	0.00528534087609	0.0268383103359	0.00338734566455	-0.0917608619844	-0.0412654798394	0.0625697668965	-0.0761068931174	-0.0143911124812	0.0772041320472	0.00197006066302	0.0173661135388	0.0408386047959	-0.0139003937503	-0.00344148172919	-0.0515349600058	-0.00621317128379	0.0543387034075	0.0168801833411	0.039957696728	0.0206439656978	-0.0604865482737	-0.008992603986	-0.0179344021631	-0.0163322985542	0.0264739590483	0.0102111384404	0.035455633762	0.0111599414451	-0.042692136272	-0.00682583648201	0.0112909617708	0.0133251556394	0.00685014647365	0.0121356262773	0.017600158277	-0.0167850924509	-0.00620763548201	-0.0186118994657	-0.00247859012374	-0.00382314532271	0.00754607553111	0.00562231489474	0.00920193186003	0.00960411754089	0.00669171489008	-0.0118388048844	-0.00631077628122	-0.0121090153264	-0.00420114610628	0.00413025180626	0.0193908873646	0.0166567925619	-0.00928552320556	-0.000188224455368	-8.35793371895e-05	-0.0170906393785	0.00591743767919	-0.000215085538303	0.00847686072611	-0.00140118651948	-0.00299809596946	-0.00448056787111	-0.00209378996633	0.000424181478036	-0.0015588959008	0.00324168043361	0.000434551415223	-0.00597508180215	0.0023440411546	-0.00135261985346	-0.000120070569825	-7.04483651791e-09
M3Vkey217.141028	-0.1911836299	0.0411992030235	0.0464286840299	-0.0560429069304	0.219315285489	-0.14612127296	0.0242651050847	0.0185934096913	-0.0383337676988	0.0229103201937	-0.0389359399987	-0.013325586886	0.0227244951643	-0.0412700243228	0.0289834598056	-0.0241168847123	0.0876211951549	-0.0386651490344	-0.00143155416975	-0.0076967996459	0.0695828996338	0.0198576608367	-0.0240226181652	-0.0232168454593	-0.0343915883395	0.010392153876	0.11822961187	0.0246223517875	-0.0274302805328	0.0616820128151	-0.0412706640704	-0.00474647993741	-0.0663328355214	-0.0147333041947	-0.0601671677401	0.0407178406407	0.0200686183165	-0.0516792665663	0.037503892758	-0.00921368973037	0.0418701410793	-0.0189705243598	0.00114560955761	-0.0350414049288	0.0446611063307	0.00241472807743	-0.0390031520181	0.0340266334328	0.020884330335	-0.00900248211907	-0.0252067485007	-0.0281309786827	0.0141328045695	-0.0361822313054	-0.0259721350033	0.0444366203036	-0.0439660046718	-0.0275535121853	0.0399802668991	0.0200038751961	-0.0445903710727	0.0443085519329	0.0353182940492	-0.00714763928899	-0.00213561322031	0.0106892976864	-0.00357230005161	-0.00299702302276	0.0305296741696	0.00895367525282	0.0256140919493	-0.0123598397395	0.0361980923311	0.0277919314481	0.00399926723185	0.0125944395248	-0.0112154030625	-0.00288020828017	-0.0185427272978	0.0155226923503	-0.00430272461537	-0.00868765474217	-0.00390841389175	-0.0115814767986	-0.0132121782214	-0.0141204648859	-0.00197672601575	0.00392375840015	0.00409591257889	-0.0122740695238	-0.00148865610017	-0.0119363064379	-0.00796234442303	-0.00167806822156	0.00130302438677	-0.00139822620585	-0.000503685680637	-0.00309863412854	-0.00399445458221	-0.00781832631564	0.00359261047383	-0.00298977703926	-0.000165667474288	-7.04483651791e-09
M9Pinl217.141035	-0.0789259940675	0.0181604790233	-0.193355424366	-0.0174773578143	-0.0309367686361	0.0339559376793	0.00465732313758	-0.141669922221	-0.0332420982424	0.0131387741285	0.0243182286821	-0.099731722941	-0.0300121623123	0.00845915196271	0.0253062949055	0.00299953850663	0.0566100606187	-0.00894458002086	-0.0943510135603	-0.0388935419038	-0.0349908112189	-0.0092700297921	0.0686797158822	0.0253804350673	-0.0261236961716	-0.0482181790991	0.0336508701323	0.000650305153602	-0.0019431034852	-0.0801155614965	-0.0765114269131	-0.00186168060067	2.63761192527e-05	-0.0105279039313	0.00357610157565	-0.0148698040401	-0.0442562995961	-0.000955846144435	0.0536545493124	-0.0216650211349	0.00998371133972	-0.0202076378978	0.0203211500498	0.000174696180053	-0.0214914918236	0.0001905838292	0.0420653757257	-0.00528109482161	-0.0263720071622	-0.025364576372	0.0269088539897	-0.00399684926406	0.00278224446343	-0.0184674585456	0.0071349127141	-0.0032583173317	-0.0405837756646	-0.00423664379815	-0.0412373362228	0.0407387982543	-0.0139823128181	0.0166401858268	-0.0190180208798	-0.0249061471353	-0.011335035475	0.0411435457062	0.0193527967649	-0.018036650134	0.00633052072907	0.022845633271	-0.0242437719549	0.00663835187073	0.0391664455871	-0.00393944221205	-0.0241563173084	-0.0227629616668	-0.00308692381361	0.0146457769899	-0.0601080300925	-0.026403672068	0.0185416736355	0.000329242611196	0.0104610114673	-0.0101989805282	0.0366993840892	0.00499970718786	-0.00176046810276	-0.0023240735754	-0.00772646310285	0.0127688131462	0.00247544015591	0.00174781287312	0.00137974685956	0.0150764205426	-0.0160935761094	0.00422499207338	0.00370418721887	-0.0020315741244	0.0077506243097	0.00118133038338	0.00160796680149	-0.00148276630501	-0.00068824637809	-7.04483651791e-09
M9Enter217.141084	-0.21810166261	-0.0916833853951	0.0636011028029	-0.0571310911385	-0.00120848443901	0.108694307703	0.072995658109	0.0765131349728	0.125766787604	-0.0548088856886	0.0553530638149	-0.0687713884254	0.00113000728527	-0.0447150364578	-0.0536361034445	-0.103113341876	0.00174129773979	-0.0143045239632	0.020852008401	0.00703045863818	-0.0196924703254	-0.0395163696168	-0.0534916746404	0.017972988042	-0.030443164256	0.0150599815397	-0.051191312396	0.0256240892209	0.0236166384669	-0.0589377247018	0.0340804025398	-0.0168412319273	0.0200582752085	-0.0184696445182	0.052083869485	0.00338573276847	-0.0424044821682	-0.0114008216089	0.0168649076853	0.0672000328656	0.0148755459294	-0.0211822179659	0.0285601718147	-0.0370274613076	0.00998367240219	0.0504653833205	-0.0406400735688	-0.0192623660113	-0.0478490341692	-0.0398750945516	0.0332909200588	0.00683323360294	0.0537532856912	-0.0160538167671	-0.00597419962529	-0.0308900886975	-0.00595909078961	0.0206030323126	0.0219581313074	-0.00997442665081	0.0126257213836	0.00993317640935	0.0215795006917	0.0116212735665	0.00468402968866	0.0174235080872	0.0115910126824	0.0136089543601	0.0294578867826	0.0379237262229	0.00939455331372	-0.0183294739089	0.0150733060787	0.00876472620885	0.0204492763224	0.022052744291	0.0134302374763	-0.0304801694811	-0.0233472544504	-0.00408135456231	-0.00359697930288	0.00729425287693	0.0136373413843	-0.00413366315636	-0.0206338678071	-0.00858385665342	0.0121996878947	0.0201562124978	-0.0132605452221	0.0191040396248	0.00798202928928	-0.00786570170324	-0.0137341273794	-0.0122678705791	-0.00403936847786	-0.0134937182432	0.00495049592468	0.00728696649581	-0.00142283281976	0.0144081900914	0.00241038317202	0.000274928558314	0.00146714958545	-7.04483651792e-09
M3Hkey217.141093	-0.148932304382	0.123963035743	0.0929634629044	0.0449003586948	-0.0336799279002	0.0431663830259	0.027491098746	-0.0542155948313	-0.150753670455	-0.0266412266079	-0.0631220627112	0.0042785070914	-0.0560031875858	0.0476787435758	-0.0628489754607	-0.185622630303	0.0217126811241	-0.0651855154111	0.024908085972	0.0555300854495	-0.0149182010055	0.054073010527	-0.0363961095742	0.0220301090328	-0.0006536552902	0.0226885197682	0.0233786832339	0.00914679269279	0.00842455575479	0.0139089881522	0.0529221259123	0.110185375685	-0.00225203311884	0.0194370046529	-0.00139613859916	0.0702353323	-0.0621684436605	0.0573713271293	0.0176786208087	-0.00745880395938	0.0542598091896	-0.0162602662593	0.0793266478305	0.0401712260011	0.0389019532772	-0.0240068287824	-0.000460497106896	0.0174095571904	-0.00748534794627	0.00803470658375	0.0155348289432	0.00071227017931	-0.061584401619	0.0280420229084	0.00552013465452	0.00664658031325	-0.00653127078357	-0.0167424426207	0.00702345992111	-0.0279537406279	0.000824514885776	-0.0367992563237	0.00229644357143	0.00922169247219	0.0243833088149	-0.00331858493063	-0.00186348403164	0.00255503114971	-0.0185800094695	0.0480308545128	-0.00894559925754	-0.00085251023083	-0.00239879325029	-0.0308358371453	-0.000257812608453	0.00757822141725	-0.0393432762165	-0.0114957756097	-0.00193999620648	-0.0178882620703	-0.00367184371589	0.0102722174634	0.00216112704112	-0.00351854904529	0.00764394484948	-0.0173775289093	-0.00205237749256	0.00736590514683	0.00910361055375	-0.000390385628988	0.00443017140298	0.00984849512127	-0.000293213355321	0.00271841901077	0.00442475166349	0.0090264641133	-0.00142556849671	-0.000928902861585	-0.00343234061787	-0.00184545564953	-0.000395666181728	-0.002765988298	-0.000837057626664	-7.04483651791e-09
M3Rkey217.141025	-0.109810076539	0.115526418064	-0.0714657301998	-0.0208995716761	0.0204341044796	-0.0498679459997	0.011279593154	0.0202347393827	-0.0277335056434	0.0564001033297	0.0719019887551	0.0884642139665	0.0830993501539	-0.0609447452464	0.0766843443731	0.0655084384025	0.00407739582408	0.0495681574032	-0.0192672303089	0.0253533949918	0.0880272340554	0.0588724871575	-5.39948768881e-06	0.0457357355206	0.0646740939797	-0.0308223456615	-0.0112336044148	0.0187517351053	0.0177265923139	-0.0851412820403	0.0137345640747	0.0682290247149	-0.0627294191768	0.00850347607265	0.0363189260606	0.0632724230526	0.0389841431091	0.0211192602628	0.013944910097	0.036760331569	-0.0175806536819	-0.028342863765	0.00156932884625	-0.0201907899776	-0.055667324529	-0.0321922661163	-0.00753595983267	-0.0300751865877	0.0448215507845	-0.0157842094339	0.00604826008644	-0.0190920507565	0.0166652791066	0.0504996171952	0.0129546379247	-0.0286258967611	-0.0205229091586	0.0366839874027	-0.0241109280083	-0.0363225254101	-0.0176385639031	-0.0325572332118	0.0253896778537	-0.00747552771843	-0.0124147744422	-0.0204889832889	-0.0355962858172	-0.0233662584444	-0.00368535490233	-0.00167866899031	0.0234204032035	-0.0285524345847	0.0268266130617	-0.00982505147362	-0.0436379019487	-0.00107518935483	0.0174554757152	0.00896018393191	-0.00728338228112	-0.0222042483447	-0.0230236864564	0.0298135785819	-0.00750850857061	0.00061299681332	-0.0197903301287	-0.0155374950669	0.00109652440862	0.0158207981328	-0.00184252221246	0.00513241228625	-0.00681202028219	-0.00153565842895	-0.00865036700717	0.00252010080202	-0.0034337106157	0.000970386837802	-0.00098929581256	-0.00737964255463	0.000431722472578	0.00237718699588	-0.00647047305377	-0.00312787309956	-0.000262044213654	-7.04483651792e-09
M9Thmr217.141049	-0.0715720293997	-0.0310285129265	-0.259952334624	0.00801475867064	-0.0506908003971	0.0325403186683	0.0151977710167	-0.0646040980693	0.110323549669	0.0309309861623	0.00470630157192	0.0316028937291	0.0295729795211	-0.0656773639954	0.0357894395663	-0.014939816689	-0.0394687621679	0.00474606610619	-0.0177251197187	0.0162506098164	-0.0762867249625	-0.0526337534756	-0.0416283584359	-0.002797080981	0.0401093125842	0.0479959686265	-0.0363903364637	0.0853978733413	-0.0019103234937	0.0417534230665	0.0403494262254	0.0698326539891	0.00889976657044	0.0219827551139	-0.00643654193774	-0.00351624435565	0.0257719275587	-0.0226047027181	0.00215600567342	0.00575028698791	0.0398210026763	0.0215231404133	-0.0161405676872	-0.0178858999393	0.00932076493256	-0.0421414712727	0.0110191097118	0.0446127567413	-0.0293853039987	0.0100427639031	-0.0128901381034	0.00754416139098	-0.00751071653383	-0.000366204218659	-0.00136966583389	0.00874770658521	-0.00168121059999	-0.00503630819862	0.000546539784659	0.0306601013874	-0.0258145623041	0.0220412835792	-0.0053828533009	-0.0249352885553	0.0100159867369	-0.0236815738209	0.0126062166149	0.00240521984127	-0.0346447096088	-0.00838929227156	0.0198510542892	-0.00125278652735	0.00568150863749	-0.0238246295881	-0.0137897287417	0.0201821410307	-0.0040344495992	0.0211906644022	-0.0069983134792	0.00190701209981	0.0228767940437	-0.0481190334705	-0.00459418395131	0.0140568375591	-0.0291000447261	0.0132556260562	0.0237278036643	0.0040308587097	0.0101553728423	6.53376262673e-05	-0.00187793870527	-0.000545770228499	-0.00451801895697	0.0171205425004	-0.0103949102935	0.00929007925644	-0.0170994759712	0.0021225640588	-0.011860140791	0.0135565277624	0.00229598099364	-0.00879976887404	0.000362073077136	-7.04483651791e-09
M3Midl217.141103	-0.0907977600638	0.118431833712	-0.0699212632477	0.00836484489846	-0.0745143304179	-0.0797954455082	-0.0817222404942	0.160551052116	-0.0830168336642	0.0121314481113	0.0621276144257	-0.0558854717978	-0.0798076196385	-0.025198880552	-0.0650372705508	-0.0111077710818	-0.0166564393635	-0.0226428313763	-0.0423781190924	-0.0297777484737	-0.0589576687195	-0.0639309012849	-0.00888033873225	-0.0241349214868	0.0113508627003	-0.00792711716941	-0.0105615510975	0.0119605055298	-0.111196913021	0.00490810002798	-0.00864442321495	-0.0432187607807	-0.0130707935441	0.00990104320384	-0.0170613142535	0.0260677489113	0.036806632508	-0.0409525241763	0.0404861314747	0.0326262865604	0.00149164773394	-0.034026282088	-0.0268516781753	0.0344977881273	0.0100880509908	0.0288727199225	-0.00841587110969	-0.000801402121741	0.00640104713761	0.0217655180666	0.074195039532	0.0316848436541	-0.0139970769473	-0.0331827964745	0.00131740336173	-0.0511714285451	0.0584771468385	-0.0341912244555	0.0221056506425	0.0235673257621	0.00335320673339	-0.0145425347767	0.0353970405082	0.018259384648	-0.0238098974623	-0.0263644714705	-0.0520273744675	0.0353547106968	-0.038136585086	0.0188340521602	-0.0176399594255	-0.000225546379574	0.0450678967265	-0.012119461384	-0.017240176429	-0.0148917718305	0.00399070538819	-0.00547284032669	-0.000533303295976	0.00356711197167	-0.00625169085333	0.00117523498915	-0.0103889889801	0.0269164308487	0.00137275534597	0.00598344042843	-0.000249884245272	0.00882854853003	-0.0039446459476	-0.0129230620109	-0.000278190687977	-0.00876876251583	0.0012566186604	0.0112452619795	-0.00274419232557	0.00240905200332	0.00347508822672	0.00106793322135	-0.00137881743251	-0.00433380247382	-0.00444493655793	0.00173055345725	-0.000137744640829	-7.04483651792e-09
M2Thmr217.141087	0.146466508272	0.0191153195741	-0.136171106621	-0.0836658221583	0.0928306093263	0.0653152922136	0.100447974622	-0.0188894981821	0.0583398172698	0.104617941326	0.00389566044759	0.065655951514	0.0475052746631	0.0567336683533	0.044728931967	-0.0409019543935	-0.0229275742907	-0.0534021074992	0.043324261473	-0.0176157096912	0.015991697974	0.0150449454616	-0.0577125586124	0.0195080432947	0.00141887270403	-0.0245286330091	-0.0772339792856	-0.0529253325834	0.0386122463593	0.0135653601885	0.00271913078723	-0.0066852167834	0.0178488161879	0.0404045706025	0.0127090367785	-0.016572333056	0.00434191647574	0.0141427257659	0.0208729171666	0.00814141951851	0.0507957700034	0.023723357129	0.00749873936008	-0.000664545218216	0.00362645310115	-0.0357234933065	0.0111078290875	-0.024762227033	-0.039252345963	-0.0129446515959	-0.0121910537323	0.0275188406519	0.0427186273774	-0.0080297272164	-0.0152740353226	0.0137238444145	-0.00664872820513	-0.0334018293941	0.0102808549007	0.000203448693431	0.0082736672106	0.00325348589483	0.0149751866935	0.017599132904	0.0216225464323	-0.00708022296605	0.000985756714357	0.0207262279086	0.0131354183177	0.0212887467136	-0.0436170761546	-0.0102314841806	0.0133201051722	0.0147751587077	-0.00841964600606	-0.044195304083	-0.00115417137325	0.0117010481492	-0.00951043798996	0.00280625142564	-0.0169356408802	-0.0387089018932	-0.0214164185703	0.00931863897623	-0.0161169628166	0.00243351869058	-0.0359781499484	-0.00988824710948	0.0291555484388	-0.00208573000613	-0.0054430350689	0.00419107208313	-0.00821006253154	0.0017466850018	-0.00529644699676	-0.000844894550974	0.0129488097849	0.000170806215433	0.00467230643939	-0.00736005959817	-0.013479100284	0.0082696157006	0.000536883528286	-7.04483651793e-09
M9Thml217.141021	-0.19002526138	-0.163756657909	-0.167468766443	-0.0891629875285	-0.0703857643807	-0.094257705019	0.00863983851397	-0.0186120884179	0.0520132563481	-0.0460751669577	-0.0494043750346	-0.00715412703366	-0.00149403297781	-0.0106040510027	-0.0714258912743	0.037644877627	0.0166070911024	-0.0434831550434	-0.0510194276506	0.0407076852745	-0.0254132768206	0.0355514122669	0.00999501493118	0.0100975421052	0.0255975676483	-0.0736037443251	0.000667253911866	-0.0281384976833	0.0398877515099	-0.0153945360825	-0.033586066952	-0.0384155455695	0.0266384012511	-0.00934172875297	-0.00292974004458	0.0197798135057	0.00636030946229	0.0469078902767	0.028436331357	0.000615781116698	-0.00971714257501	-0.0231331146696	0.0179543305501	0.0193375495377	0.00685572034022	-0.0139357597759	0.0483744059398	0.0215235814568	0.0282558905418	0.0104435815732	-0.0128836310887	-0.0385816586814	-0.00173537384283	0.0240490334772	0.0234469876213	-0.0164892932797	-0.00495585897172	-0.0155007774708	0.0192878903162	0.0104834793621	0.00502667991939	-0.0215248655993	-0.0184839293193	0.0212847083776	-0.00155556783772	-0.0280457460249	0.0037229072517	-0.00636680731305	-0.0239109654248	-0.00543648659708	-0.00947350266552	-0.0105401318445	-0.0026231380033	0.0207161892077	0.0282602985779	-0.00698044156017	-0.000888629398412	-0.0123365010504	0.00552277533177	0.00726182906132	-0.0315980890312	-0.0136026907816	-0.00855183130262	-0.026845135268	0.00129066153804	0.00692866350082	0.00447469878839	-0.0150727216819	-0.0298763985694	-0.0191798938256	-0.00615332470654	0.0113739505047	-0.0305552477992	-0.00994726823231	-0.00900681536512	0.00186060152964	0.0150219271612	0.0101051649812	-0.0219766215985	-0.00254920565809	0.000621088419532	-0.00645375468894	0.00364300290773	-7.04483651792e-09
